0,2,17,1,6,88,16,8,72,32,0,96,4,24,0,160,54,20,128,33,132,16,37,0,4,0,0,7,4,0,13,5
0,2,17,1,6,90,48,8,72,32,0,98,12,24,8,160,54,20,128,33,132,48,37,0,0,0,0,7,4,0,13,5
0,33,130,0,0,9,34,0,4,0,2,0,160,64,8,0,16,66,2,66,82,144,0,32,4,16,0,0,0,0,0,0
104,70,39,32,112,13,161,3,232,13,42,73,36,72,16,146,160,0,0,53,194,4,2,0,112,64,36,8,64,4,193,64
73,132,167,4,80,4,37,9,104,31,96,12,8,0,4,18,160,0,64,32,198,6,1,3,112,12,32,12,1,0,193,65
72,198,167,32,80,12,167,9,104,15,98,73,36,72,16,146,160,0,0,37,194,4,3,1,112,65,36,8,64,4,193,64
0,2,49,129,6,88,0,0,72,0,0,98,132,24,128,160,2,0,128,1,132,0,100,128,4,0,0,3,4,0,20,37
0,18,49,1,6,24,0,0,72,0,0,96,4,24,128,160,2,16,128,1,132,0,100,0,4,0,0,2,4,0,4,36
0,18,49,65,6,24,0,0,72,4,0,2,4,8,0,160,6,16,128,1,128,32,116,0,4,0,0,2,4,0,5,36
232,129,2,84,96,72,44,33,56,0,97,152,113,192,140,49,144,26,160,34,84,68,134,1,64,194,104,137,8,0,202,144
168,17,66,116,96,24,173,33,120,2,33,184,225,194,72,49,16,26,160,2,68,68,134,3,64,209,220,169,72,0,202,128
33,200,200,65,64,28,134,35,74,32,40,0,16,128,100,96,129,12,0,2,196,16,144,16,36,141,1,36,88,96,202,130
200,131,2,76,96,72,32,40,56,24,96,152,16,100,140,49,176,64,160,98,117,64,130,5,16,33,96,141,8,1,73,16
232,129,2,84,96,72,44,41,56,8,98,152,81,196,140,49,144,18,176,34,84,64,130,1,80,65,232,137,8,0,200,16
101,136,72,64,64,24,38,35,8,162,42,8,0,144,228,48,1,44,32,2,85,24,144,48,0,14,37,98,17,32,202,134
37,136,72,64,192,24,6,35,8,162,40,8,0,144,196,48,1,44,32,2,85,24,148,48,0,13,37,98,25,32,202,134
128,33,130,23,0,9,34,0,20,32,3,16,160,128,72,0,0,10,2,2,82,152,64,3,4,16,16,0,0,0,0,0
128,33,128,19,0,9,4,1,20,162,3,16,160,0,0,0,0,34,2,2,64,148,64,10,4,4,20,0,0,0,128,0
128,161,2,22,0,8,32,32,48,0,65,16,128,192,8,0,16,10,0,2,80,208,128,33,4,16,80,0,0,65,0,0
128,33,128,23,0,8,34,0,16,32,3,16,160,128,72,0,0,10,2,2,82,152,64,3,4,0,16,0,0,0,0,0
0,18,48,0,3,20,1,0,64,4,0,0,0,0,0,160,0,16,128,1,128,0,52,0,1,0,0,0,0,0,4,36
0,2,48,64,7,4,1,0,64,4,0,4,4,0,0,4,4,16,128,1,128,0,48,0,1,0,0,0,0,0,4,52
0,0,48,64,3,4,1,0,64,4,4,4,0,0,0,4,4,16,0,0,128,0,48,0,1,0,0,0,8,0,0,48
0,0,0,64,1,4,1,0,0,12,4,4,0,0,4,4,4,16,0,8,0,32,16,0,0,8,0,0,8,0,0,48
200,3,153,44,18,72,16,136,18,97,64,104,63,48,41,65,50,222,128,64,38,16,128,43,20,225,0,37,176,1,9,9
216,19,145,44,18,8,16,136,18,33,0,104,111,176,41,192,54,222,128,64,36,16,129,3,144,97,0,37,48,1,13,9
216,19,145,44,18,8,16,140,18,33,0,72,79,160,9,128,54,222,160,64,4,16,132,3,144,97,0,7,48,16,13,9
8,2,49,33,3,28,32,0,64,4,0,134,13,8,16,128,36,17,128,1,128,48,53,128,5,64,0,0,32,0,1,52
0,0,48,97,3,28,160,8,64,36,0,134,9,8,16,128,36,17,128,1,129,48,49,128,5,192,0,0,96,8,1,52
0,0,32,65,1,28,161,8,96,36,0,6,9,0,20,132,36,21,128,133,128,48,49,0,1,200,0,0,72,0,1,48
0,0,0,64,1,14,169,8,0,44,18,6,11,0,4,4,36,5,4,140,8,48,16,0,0,200,0,4,73,0,1,48
35,0,10,128,32,66,0,0,32,64,2,97,16,19,2,0,64,0,17,132,4,128,0,64,66,24,128,129,0,0,120,2
0,18,48,0,6,16,1,0,72,4,0,2,132,0,0,164,0,16,128,1,128,32,116,0,1,0,0,2,4,0,4,36
0,18,48,64,6,4,129,0,72,4,0,2,132,0,0,36,6,16,128,1,128,32,116,128,5,0,0,2,68,8,4,52
0,18,48,64,7,4,129,0,72,12,4,4,4,0,0,4,4,16,0,1,128,32,116,0,5,0,0,0,64,0,4,52
0,2,48,65,3,12,129,0,72,12,20,134,0,0,4,4,4,16,0,0,128,32,112,0,5,0,0,0,73,0,1,52
0,0,48,0,3,4,1,0,72,12,0,0,132,0,0,4,0,16,0,1,0,0,4,0,0,0,0,0,8,0,0,53
0,0,48,64,3,72,1,0,72,8,4,0,4,0,128,4,0,1,0,12,0,32,64,0,4,0,0,0,8,0,1,18
0,0,16,64,3,64,17,0,8,8,4,0,4,0,128,4,0,1,0,12,0,0,0,0,0,0,0,0,8,0,9,18
0,0,24,64,2,72,128,0,8,8,4,1,0,4,134,4,0,0,0,12,0,32,0,0,4,8,0,1,72,0,9,18
37,100,12,43,64,200,64,32,0,200,73,65,16,65,2,82,128,32,0,20,68,0,66,12,78,35,36,65,8,2,10,130
72,11,1,164,116,80,86,137,82,50,2,104,162,184,1,177,128,76,0,65,172,86,164,169,0,65,128,35,4,1,20,13
13,76,13,63,112,72,96,17,0,192,73,72,56,16,0,251,160,168,0,16,87,72,0,8,100,33,36,97,16,34,136,66
12,76,1,62,112,64,96,3,64,64,65,104,48,16,49,249,128,136,16,17,214,26,136,8,48,97,36,33,16,38,12,2
192,19,179,36,6,16,2,128,90,37,2,8,167,168,65,160,16,86,128,65,172,48,180,51,129,192,0,6,4,1,52,44
208,19,179,64,6,20,130,128,90,37,2,10,135,168,73,160,22,86,128,65,128,32,244,147,129,192,0,14,68,1,4,44
208,131,176,64,7,60,129,132,88,4,0,22,67,224,76,132,20,84,160,65,128,32,116,130,145,196,0,28,65,88,5,60
0,0,25,64,2,4,0,0,0,8,4,129,16,5,4,4,0,0,0,12,0,32,0,0,66,8,0,0,8,0,8,16
1,0,9,0,0,64,128,0,0,72,16,1,16,13,4,128,0,0,0,12,5,32,0,0,66,8,0,0,65,0,9,64
0,0,9,0,0,64,128,0,0,72,0,1,16,5,4,128,0,0,0,12,1,32,0,0,66,8,0,0,64,0,9,64
0,168,20,65,66,168,129,226,0,16,12,142,0,0,4,4,39,130,0,14,0,48,18,53,4,10,80,32,76,1,11,152
0,169,4,64,64,172,32,194,0,16,12,140,34,0,20,4,38,130,0,14,0,48,18,53,20,10,80,32,8,1,11,152
64,164,12,80,0,44,128,162,0,50,12,141,16,1,6,5,37,8,0,12,2,112,16,101,80,10,16,96,73,0,9,24
8,0,8,64,0,0,128,16,0,0,0,133,16,1,4,0,4,0,0,12,0,0,16,0,66,8,0,0,72,128,72,16
8,18,24,64,32,0,144,16,0,4,4,36,0,1,4,0,4,16,128,0,0,32,0,0,66,0,0,0,64,128,68,17
8,0,80,64,34,0,144,16,8,0,164,132,128,1,0,0,6,16,128,0,0,32,0,0,66,1,0,16,74,128,0,16
217,96,35,160,81,20,72,5,48,44,0,156,9,128,88,129,48,141,4,181,255,86,164,134,185,65,174,228,32,4,160,48
