133,33,8,1,148,15,128,8,92,32,1,20,192,8,26,1,152,0,2,49,182,112,73,4,12,16,1,68,72,8,24,4
133,33,8,129,148,15,128,8,92,32,1,20,192,8,26,0,152,0,2,49,182,48,73,4,12,16,1,68,72,8,24,4
133,33,8,129,148,15,128,8,84,36,1,21,192,8,26,0,152,0,2,53,182,48,73,4,12,16,1,68,72,8,24,4
5,33,0,1,21,190,130,0,72,97,33,0,132,8,18,32,128,0,0,49,134,48,88,0,12,16,1,4,200,64,10,132
5,33,8,1,20,190,130,0,72,33,1,0,128,8,18,32,128,0,0,49,134,48,88,0,12,16,1,4,200,64,10,132
5,33,8,1,20,190,130,0,72,33,1,4,128,8,18,0,136,0,2,49,134,48,89,0,12,16,1,4,200,72,10,132
37,40,128,65,17,62,162,66,74,33,40,64,0,8,20,32,160,12,0,17,133,48,16,0,4,24,1,38,200,97,75,132
37,40,128,65,17,62,162,66,74,33,40,64,0,8,22,32,128,12,0,17,133,48,16,0,4,24,1,36,200,97,75,134
0,16,10,32,0,2,64,16,0,128,0,0,16,16,0,0,0,32,0,0,0,128,16,0,64,1,1,1,32,160,0,0
0,16,10,32,0,0,80,16,0,128,0,0,17,0,0,0,64,32,0,0,0,128,16,0,1,65,0,0,32,128,36,0
0,18,24,32,2,4,80,0,0,128,64,0,1,0,0,0,64,32,0,0,0,128,16,0,1,193,0,0,32,32,4,0
4,162,19,0,6,130,48,32,32,36,3,0,8,64,16,128,38,21,128,17,68,144,12,4,8,0,1,68,4,2,5,0
0,0,48,1,6,88,16,0,72,0,0,34,4,24,128,32,0,0,0,1,128,32,101,0,4,0,0,3,4,0,4,37
0,0,48,65,6,88,144,0,72,0,16,34,4,24,128,0,2,0,128,1,128,32,33,128,4,0,0,3,68,8,4,1
4,162,35,2,0,130,32,32,96,4,3,0,8,0,16,160,36,29,128,17,128,136,12,68,8,0,1,96,4,2,4,20
4,34,34,2,0,130,32,32,96,4,3,132,8,0,16,128,4,25,128,19,144,136,12,68,8,0,1,96,4,2,0,20
0,18,48,65,6,24,144,0,72,0,20,32,4,0,128,4,2,16,128,1,128,48,33,0,4,0,0,3,64,0,5,1
0,18,16,65,2,8,144,8,0,32,20,34,0,0,132,4,38,16,128,0,0,48,1,0,0,0,0,1,65,0,5,1
108,28,1,160,89,96,130,170,0,48,8,139,17,52,1,192,9,21,209,177,0,26,208,148,29,64,137,100,149,5,6,178
